id,company_name_kor,company_name_eng,homepage,company_description,products,products_description,category
335,농업회사법인(주)설악산그린푸드,SEORAKSAN GREEN FOOD CO.,www.sgreenfood.co.kr,"농업회사법인(주)설악산그린푸드는 2014년 설립된 식품 제조 전문기업으로, 전통 산채류를 기반으로 한 가정간편식(HMR) 제품과 다양한 농산물 가공식품을 개발·생산하고 있습니다. 당사는 청결하고 위생적인 자동화 생산시설과 HACCP 인증을 기반으로 한 품질관리 시스템을 갖추고 있으며, 끊임없는 R&D 투자를 통해 동결건조 국, 레토르트 식품, 비빔나물 제품 등 다채로운 제품군을 선보이고 있습니다. 국내에서는 주요 백화점과 대형 마트를 중심으로 유통 중이며, 해외시장에서는 대만의 7-ELEVEN, FamilyMart, RT-MART 등 편의점 및 대형 유통채널에 입점하였고, 일본, 미국 등 다양한 국가로 수출을 확대하고 있습니다. 최근에는 중국과 동남아 시장 진출도 추진 중입니다. 설악산그린푸드는 전통의 맛을 현대적인 기술로 계승하며, 국내외 소비자들에게 건강하고 편리한 식문화를 제공하기 위해 노력하고 있습니다.",속초 붉은대게 딱지장,"제품 소개
속초 붉은대게 딱지장은 국내산 붉은대게 내장을 50% 이상 함유한 프리미엄 수산 가공식품입니다. 신선한 붉은대게만을 선별하여, 당사 고유의 숙성 공정을 거쳐 감칠맛과 풍미를 극대화하였습니다. 조리 없이 바로 섭취가 가능하며, 밥에 비벼 먹거나 각종 요리의 고급 소스로 활용할 수 있어 활용도가 매우 높습니다.

제품 특징 및 장점
1. 고품질 국내산 원재료 사용 : 엄선된 붉은대게 내장을 사용하여 깊고 진한 맛 구현
2. 숙성 공정으로 향상된 풍미 : 특별한 숙성 기술로 감칠맛과 향을 극대화
3. 즉석 섭취 가능 : 별도 조리 없이 간편하게 섭취 가능
4. 소용량 패키지 (60g) : 1회 섭취에 적합한 실용적인 포장
5. 상온 보관 가능 : 당사 레토르트 멸균 기술 적용으로 보관·유통 편의성 향상

활용 예시
비빔밥, 주먹밥, 파스타, 볶음밥, 안주류 등 다양한 요리에 프리미엄 해산물 풍미를 더할 수 있습니다.

기획 포인트
여행지, 캠핑, 편의점, 프리미엄 밀키트 등 다양한 채널에 적합한 고급 간편식 제품으로, 내수는 물론 수출시장에서도 경쟁력을 갖춘 제품입니다.","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
336,경북햇살농원영농조합법인,Gyeongbuk sunfarm farming association corporation,https://juicestore.kr/,"경북햇살농원영농조합법인은 2012년 설립 이후, 경상북도 지역의 우수한 농산물을 활용한 과채주스 전문 제조업체로 성장해 왔습니다.
“자연 그대로, 물 한 방울 섞지 않은 진짜 착즙”이라는 원칙을 바탕으로 NFC(비농축) 착즙 공법을 적용해, 맛과 영양을 모두 갖춘 프리미엄 건강 주스를 제공합니다.",착즙하는남자 CCA주스,"(Cabbage + Carrot + Apple Juice)
100% 국내산 양배추, 당근 , 사과를 그대로 착즙한 건강주스!
1. 물 한 방울 넣지 않고 NFC 방식으로 신선하게 착즙 2. 무첨가물, 무설탕, 무색소 3. 아침 공복에 부담 없이 마시는 속 편한 주스 3. HACCP 인증 시설에서 안전하게 제조 착즙 그대로, 건강 그대로 착즙하는남자 CCA주스로 속을 가볍게 시작하세요!","음료 (커피, 차, 주스, 탄산음료, 에너지 드링크, 이온음료 외)"
337,특별한맛주식회사,"Choicest Meal Co., Ltd.",https://www.specialtaste.co.kr,"특별한맛주식회사는 1965년 할머니의 주름진 손끝에서 시작되었습니다. 
쌀이 귀했던 시절, 할머니는 ‘원료가 최고여야 한다’는 마음으로 쌀 고추장을 만드셨습니다.
 1970-80년대 특별한맛주식회사의 별미조선맛된장, 국화표고추장은 품귀현상을 빚을 만큼 전국적으로 팔려 나갔습니다. 
아버지는 1983년 경기도 광주에 현대적인 시설을 갖춘 공장을 설립하고 안정적인 생산 기반을 마련했습니다. 
2015년 3대 대표가 된 손자는 전통 장에 새로움을 더해 맛은 물론 디자인, 기능, 가치가 살아있는
다양한 장류, 소스를 선보이고 있습니다.
특별한맛은 이제 3대를 이어가는 가업으로 전통을 쌓아갑니다. 
한국의 맛이 세계인의 식탁에 오르도록, 할머니의 손맛과 아버지의 인내가 세계 속의 장으로 열매 맺도록
앞으로도 새로움에 도전하며 전통을 쌓아가겠습니다. ",갈릭홀릭 쌈장마요,"마늘의 풍미와 쌈장의 깊은 맛, 그리고 마요네즈의 부드러움을 조화롭게 담아낸 소스로, 고기 요리나 샌드위치, 샐러드 등에 활용하기 좋습니다.","조미식품 (향신료, 분말/팩, 양념/소스, 페이스트, 오일, 식초 외)"
338,(주)청정,"CHEONGJEONG Co.,Ltd.",www.wefood.co.kr,사골 관련제품의 제조를 통해 소비자의 입맛에 맞고 건강을 지킬 수 있는 식품을 제조하고 철저한 식품 위생 관리를 통하여 소비자에게 제공하는 기업입니다.,무뼈 갈비탕,진하고 풍부한 육수에 부드러운 소갈비살이 듬뿍 들어있는 실속 순살 갈비탕,"간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
339,주식회사 휴닉,Huenic,https://huenic.com/,"- 지속 가능한 식물성 식품을 혁신하는 스타트업, 휴닉
- 휴닉은 좋은 재료로 빚은 지속 가능한 식물성 먹거리를 소개하는 브랜드로서 누적매출 60억원 달성하였으며, 30~50대 여성 고객 타켓으로 빠른 성장을 이루고 있음
- 기후위기는 지속 가능성에서 빼놓을 수 없는 주제이며 이를 해결하기 위한 한가지 방법인 식물성 식품이 화두되고 있음
- 휴닉은 식물성 닭고기 제조 기술을 활용하여 닭고기 대체식품을 개발함과 동시에, K-foods를 접목하여 고추장 소스를 활용한 비건 치킨을 개발하였음.
- 국내에서는 식물성 식품 브랜드 [휴닉]으로 국내 식물성 단백질 시장의 선두주자로서 활약하고 있으며 , 해외에서는 식물성 식품 북미 브랜드 [빙커 Vinker]를 2024년 런칭하여 북미 진출을 진행하고 있음.
- 2024년 런칭 후 해외시장에서 긍정적인 반응을 얻으며 1개월만에 프랜차이즈 공급 계약을 체결하였으며, 해외 시장 확장 목표",식물성 단백질 쉐이크 베지어트,100% 식물성 단백질 쉐이크 베지어트,"건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
340,(주)데일리비어,"dailybeer co., ltd.",https://dailybeer.co.kr/,"생활맥주 자사 양조장 - 데일리브루잉 맥주의 주요 장점

1. 유연한 주문 수량
수요에 맞춘 소량 주문이 가능하며, 대량 주문 시 단가는 협의 가능합니다.

2. 캔 라벨 커스터마이징
캔 맥주 라벨을 브랜드 아이덴티티나 특별 프로모션에 맞춰 자유롭게 커스터마이징할 수 있습니다.

3. 상온 보관 및 유통 가능
제품은 상온에서 보관 및 유통이 가능하여 콜드체인 의존도를 낮추고 물류를 간소화할 수 있습니다.

4. 다양한 패키징 포맷
모든 제품은 캔맥주 및 일회용 케그(생맥주) 형태로 제공되어 활용도가 높습니다.",K-Ginseng Lager(데일리 인삼라거),"한국의 명산지, 충북 증평에서 재배된 인삼을 사용하여 만든 프리미엄 라거입니다. 특유의 산뜻하고 활력을 주는 맛이 특징이며, 튀김류, 샐러드, 신선한 과일과 함께 즐기기에 안성맞춤입니다.","주류 (전통주, 맥주, 포도주, 위스키, 칵테일, RTD, 저/무알콜 외)"
341,주식회사 해담솔,"HAEDAMSOL CO.,LTD",https://kdg21.com/,"저희 해담솔은 지난 2004년 설립 이래로
국내산을 원료로 한 다양한 조미김 제품을 생산하였으며, 
건강한 맛을 찾기 위해 꾸준한 노력과 연구로 발전을 계속해 왔습니다.
소비자에게 위생적이면서 건강한 맛을 제공하는 것을 최고의 목표로 하는
더더욱 신뢰할 만한 기업으로 성장할 것입니다.",김대감 스틱김자반,"▣ 남녀노소 누구나 좋아하는 김자반을 간편하고 편안하게 드실 수 있 게 1포씩 스틱형태로 소포장하였습니다. 간편성 , 휴대성이 
뛰어납니다.
▣ 김자반이 쉽게 눅눅해진다는 단점을 보완하여 한끼 한포 매 끼 바삭하게 드실 수 있도록 개발하였습니다. 
▣ 이지컷으로 쉽고 간편하게 개봉이 가능합니다.
▣ 100% 국내산 최고 원초를 사용했습니다.
▣ 방부제,색소,향료 등 건강하지 않은 재료는 넣지 않습니다.
▣ 최신설비와 현대적 정량 포장라인을 구축하여 최상의 위생과 식품안전을 유지합니다.","일반 가공식품 (캔/통조림, 가공육, 냉장/냉동식품, 건조식품 외)"
342,천지현황(주),Cheonjihyunhwang.Co.Ltd.,www.kbgrg3.com,"천지현황(주)는 1998년 설립된 흑삼 연구개발 전문기업으로, 구증구포 방식으로 흑삼의 효능을 극대화하고 진세노사이드 Rg3 및 Rh2 함량이 증가된 흑삼 제조 특허(10-1071851)를 보유하고 있습니다. 흑삼 및 산양산삼을 활용한 건강기능식품과 이너뷰티, 기능성 화장품을 연구·개발하고 있으며, 피부장벽 기능성을 인정받은 산양산삼 화장품도 보유하고 있습니다. 싱가포르와 미국 온라인 시장을 중심으로 글로벌 진출을 확대하고 있으며, 고기능성 제품을 통해 국내외 건강식품·뷰티 시장에서 입지를 넓혀가고 있습니다.",면역력과 혈행에 도움이 되는 SLIM BEAUTY BALANCE,"‘산양삼과 홍삼을 품은 슬림 뷰티 밸런스’는 면역력 증진과 혈행 개선에 도움을 주는 기능성 표시식품입니다. 산양삼과 구증구포 홍삼, 잣을 핵심 원료로 하며, 진세노사이드(Rg3, Rg2 등) 고함량 추출기술을 적용해 효능을 극대화했습니다. 간편하게 섭취 가능한 건강죽 형태로, 바쁜 현대인을 위한 이너뷰티 및 활력 증진 솔루션입니다.","건강식품 (건강기능식품, 웰빙식품, 비건, 다이어트/이너뷰티 외)"
343,궁중해물탕조씨집연구소,chossiijib research laboratory,http://chossijib.fordining.kr,"‘궁중해물탕 조씨집’은 1959년 1대 창업주가 최초로 ‘생선내장탕’을 판매하기 시작한 이래 
1959년부터 이어온 전통, 2대에 걸쳐 지켜온 오랜 역사의 원조 맛집입니다. 
2대 대표는 ‘고객이 맛있게 먹을 수 있게 음식을 만든다’는 정신을 이어오면서 제자리에 
머무르지 않고, ‘생선내장탕’에 해물을 듬뿍 넣은 ‘해물내장탕’을 개발해 오랜 세월 고객의 
입맛을 사로잡아 왔으며, 최근에는 전국 최초로 ‘얼떨탕(얼음에 빠져 떨고 있는 생선내장탕)을 
여름 특선 신메뉴로 출시하여 좋은 반응을 얻고 있습니다. 더불어 1대 아버님때부터 유명한 
선어회를 이용한 수준 높은 퀄리티의 ‘명품 회정식’과 전국에서 유일하게 맛볼 수 있는 
달고기 간과 대구 이리, 아귀 간 등의 재료를 사용한 독창적인 메뉴인 ‘팔뚝탕(팔팔 끓는 
뚝빼기속 생선내장탕)’은 ‘궁중해물탕 조씨집’만의 꾸준한 인기 비결입니다.
신선한 재료에 대한 고집으로 팔뚝탕 및 해물탕의 재료는 1대 창업주인 아버지가 하던 대로 
지금까지 매일 아침 수산시장을 방문하여 구매하며, 김치 등의 반찬은 모두 국내산을 
사용해 고객의 신뢰를 얻고 있고, 해물탕 육수 특허와 팔뚝탕 상표권을 받음으로써 
레시피와 기술에 대해 인정받은 100년을 꾸준히 이어갈 부산의 맛집입니다
조씨집 연구소
HACCP 인증을 받은 이 식품 제조 시설은 자동 포장 시스템을 통해 생산 효율을 극대화했으며, 
멸균 설비를 갖춰 고품질 살균 제품을 제공합니다. 덕분에 소비기한이 넉넉한 냉장 제품으로 최신 기술력을 선보이고 있습니다.
This HACCP-certified food manufacturing facility has maximized production efficiency through its automated packaging 
system and offers high-quality sterilized products with advanced sterilization equipment. As a result, it showcases 
cutting-edge technology by providing refrigerated products with an extended shelf life.
궁중해물탕 조씨집의 식품 제조 시설
HACCP 인증을 받은 이 식품 제조 시설은 자동 포장 시스템을 통해 생산 효율을 극대화했으며, 
멸균 설비를 갖춰 고품질 살균 제품을 제공합니다. 덕분에 소비기한이 넉넉한 냉장 제품으로 최신 기술력을 선보이고 있습니다.
",곤이탕,"1. 대구 곤이와 알, 야채들이 푸짐하게 들어있는 곤이탕 2. 내장탕, 해물탕 전문점으로 66년의 백년가게 조씨집을 운영한 노하우와 기술력으로 식어도 전혀 비리지 않는 내장탕 3. 고령친화우수식품 인증을 받아 단백질 함량이 높고, 씹기 부드러우며 고령이 사용하기 편리한 제품 4. 특제소스 사용으로 진한 국물맛
5.곤이탕 외 백년해물탕 ,하모장어탕도 인기가 많음","간편식품 (HMR/RMR, 밀키트, 즉석식품, 레토르트 외)"
344,(주)송인산업,Songin industry,https://songinindustry.modoo.at,"송인산업은 이동식 스툴 테이블 및 다기능 교육·급식용 가구를 전문으로 개발·제조하는 기업으로, 공간 효율성과 사용자 편의성을 극대화한 제품을 통해 교육기관 및 공공시설의 환경 개선에 앞장서고 있습니다.

특히, 의자 자동 회전 제어 기능, 반자동 리턴 충격 완화 기술, 로봇 용접을 통한 고강도 프레임, 우레탄 성형 발포 상판 적용 등 다양한 특허 기반의 기술력을 바탕으로 차별화된 제품을 공급하고 있으며, 사용자와 관리자 모두에게 만족을 줄 수 있는 편리하고 내구성 높은 솔루션을 제공합니다.

송인산업은 앞으로도 지속적인 기술 개발과 품질 향상을 통해, 보다 쾌적하고 효율적인 공간을 위한 가구의 새로운 기준을 만들어가겠습니다.",S2-B6-1800,"송인산업의 이동식 스툴 테이블은 의자 일체형 자동 회전제어기능을 적용한 제품으로, 사용 후 의자가 자동으로 테이블 아래로 회수되어 공간 활용과 청소 편의성이 뛰어나며, 회전 고정 기능과 반자동 리턴 기능으로 소음과 충격을 최소화하고, 로봇 용접 및 우레탄 성형 상판을 통해 내구성과 안전성을 모두 갖춘 고품질 제품입니다.",
